id,happiness
8001,3.7939224243164062
8002,3.037379026412964
8003,3.0098876953125
8004,4.278578758239746
8005,3.4175846576690674
8006,4.003137111663818
8007,3.860299825668335
8008,4.444671630859375
8009,4.133268356323242
8010,3.0483720302581787
8011,3.246594190597534
8012,3.827448606491089
8013,4.11696720123291
8014,3.8044846057891846
8015,3.5699622631073
8016,4.231122970581055
8017,3.653218984603882
8018,4.441897869110107
8019,3.9596176147460938
8020,3.9414587020874023
8021,4.1717634201049805
8022,3.7183494567871094
8023,3.9437127113342285
8024,3.8745174407958984
8025,3.429335832595825
8026,4.087218284606934
8027,4.2279863357543945
8028,4.048469543457031
8029,4.279055595397949
8030,4.172860145568848
8031,3.8345611095428467
8032,3.745612382888794
8033,4.1370954513549805
8034,3.317786931991577
8035,3.574333429336548
8036,4.39686393737793
8037,4.130486488342285
8038,4.100536346435547
8039,3.5109832286834717
8040,4.291960716247559
8041,4.286521911621094
8042,3.592716693878174
8043,3.7948663234710693
8044,3.729552745819092
8045,4.292470932006836
8046,3.9853322505950928
8047,4.385829925537109
8048,4.051652908325195
8049,4.013936519622803
8050,4.310564994812012
8051,2.9246537685394287
8052,4.206463813781738
8053,3.164367437362671
8054,3.8693087100982666
8055,4.394811630249023
8056,2.859529495239258
8057,3.5749611854553223
8058,3.533170223236084
8059,3.278165817260742
8060,4.004758834838867
8061,2.8910648822784424
8062,3.487853527069092
8063,4.013400554656982
8064,4.099748611450195
8065,4.19392204284668
8066,4.219829559326172
8067,3.9374518394470215
8068,3.9966654777526855
8069,3.598289728164673
8070,4.050778865814209
8071,4.043266296386719
8072,4.243464469909668
8073,3.968740224838257
8074,3.7922518253326416
8075,3.092851161956787
8076,3.7955703735351562
8077,3.3978567123413086
8078,2.965949535369873
8079,4.444972515106201
8080,3.8932571411132812
8081,4.098100185394287
8082,3.8800878524780273
8083,4.308884620666504
8084,4.167159080505371
8085,4.385289192199707
8086,4.063542366027832
8087,3.975555181503296
8088,4.123716354370117
8089,3.518749713897705
8090,3.9344966411590576
8091,4.252603530883789
8092,3.902693748474121
8093,4.091464996337891
8094,3.9890313148498535
8095,4.698361873626709
8096,3.460174560546875
8097,4.27243709564209
8098,3.756387233734131
8099,3.569474220275879
8100,4.137304782867432
8101,4.220441818237305
8102,4.152468681335449
8103,3.3956491947174072
8104,4.515295505523682
8105,4.139677047729492
8106,4.402775764465332
8107,4.364922523498535
8108,4.000075817108154
8109,3.9274685382843018
8110,3.6913607120513916
8111,4.249032974243164
8112,3.5911824703216553
8113,3.738309383392334
8114,4.213909149169922
8115,4.0802202224731445
8116,4.084805488586426
8117,3.8837876319885254
8118,3.6164979934692383
8119,4.039417266845703
8120,4.514404773712158
8121,3.140411853790283
8122,4.188943862915039
8123,3.7006516456604004
8124,3.023604154586792
8125,4.161638259887695
8126,4.522733688354492
8127,2.222151756286621
8128,4.090237617492676
8129,3.7676444053649902
8130,4.053494453430176
8131,3.7367725372314453
8132,4.196086883544922
8133,4.259500503540039
8134,4.04474401473999
8135,4.0737714767456055
8136,4.369529724121094
8137,4.105156898498535
8138,3.5000154972076416
8139,3.6890268325805664
8140,3.2012553215026855
8141,4.077996730804443
8142,3.892737627029419
8143,4.218388080596924
8144,3.7737278938293457
8145,4.138199806213379
8146,1.7730993032455444
8147,4.0888352394104
8148,2.9477601051330566
8149,3.71209716796875
8150,3.8353230953216553
8151,2.6362600326538086
8152,4.145225524902344
8153,3.5310556888580322
8154,3.868137836456299
8155,3.9128458499908447
8156,3.9687979221343994
8157,3.5852930545806885
8158,3.52272367477417
8159,4.109342575073242
8160,3.977595090866089
8161,3.650214672088623
8162,4.0126190185546875
8163,3.8075079917907715
8164,4.042983531951904
8165,4.097691535949707
8166,4.274133682250977
8167,3.6594698429107666
8168,3.119296073913574
8169,3.2167601585388184
8170,3.9523110389709473
8171,3.9489333629608154
8172,3.9370687007904053
8173,3.396696090698242
8174,3.674729347229004
8175,3.880695343017578
8176,4.2560577392578125
8177,2.807819128036499
8178,4.206459999084473
8179,4.195491313934326
8180,3.508495569229126
8181,3.6253550052642822
8182,3.7600655555725098
8183,3.621016502380371
8184,3.6126058101654053
8185,3.765122413635254
8186,3.7040576934814453
8187,4.1658430099487305
8188,2.6600468158721924
8189,4.089079856872559
8190,4.297403335571289
8191,3.8113861083984375
8192,3.7593772411346436
8193,3.8746254444122314
8194,3.8167877197265625
8195,4.315051555633545
8196,2.821057081222534
8197,3.9846854209899902
8198,4.220912933349609
8199,4.269920349121094
8200,4.798614501953125
8201,3.4457781314849854
8202,4.098752975463867
8203,3.8633933067321777
8204,3.9265434741973877
8205,4.219078063964844
8206,3.8988311290740967
8207,3.834446907043457
8208,4.026432037353516
8209,4.009190559387207
8210,3.781526803970337
8211,3.7087290287017822
8212,4.227456092834473
8213,4.258474349975586
8214,3.913302421569824
8215,3.7025976181030273
8216,3.7912700176239014
8217,3.4100959300994873
8218,3.8163304328918457
8219,3.9044182300567627
8220,4.131208419799805
8221,4.482878684997559
8222,3.858288288116455
8223,3.3932089805603027
8224,3.945413112640381
8225,4.235489845275879
8226,3.9687554836273193
8227,4.3498759269714355
8228,3.475440740585327
8229,4.225734233856201
8230,3.1969165802001953
8231,4.056148529052734
8232,4.062400817871094
8233,3.9759676456451416
8234,3.8449387550354004
8235,3.8324978351593018
8236,3.0372164249420166
8237,3.633681297302246
8238,4.101922512054443
8239,2.072697162628174
8240,3.1176445484161377
8241,3.1054091453552246
8242,3.815080404281616
8243,4.599595546722412
8244,4.0704169273376465
8245,3.4297752380371094
8246,3.9970295429229736
8247,3.870805025100708
8248,3.8930933475494385
8249,4.495502471923828
8250,4.106257438659668
8251,4.264986991882324
8252,4.353184700012207
8253,3.901601552963257
8254,3.89566969871521
8255,3.6115424633026123
8256,3.4286718368530273
8257,3.9484903812408447
8258,3.0352377891540527
8259,4.188992500305176
8260,4.004751205444336
8261,4.340174674987793
8262,3.5064611434936523
8263,4.078878402709961
8264,4.09422492980957
8265,4.0845136642456055
8266,3.2877352237701416
8267,3.204488515853882
8268,4.120471954345703
8269,3.2598819732666016
8270,3.6285576820373535
8271,3.3737051486968994
8272,4.095123291015625
8273,3.5587544441223145
8274,3.7437119483947754
8275,4.195643424987793
8276,4.278514862060547
8277,4.043788433074951
8278,3.8922855854034424
8279,3.8487436771392822
8280,4.288003921508789
8281,4.254878997802734
8282,4.190746307373047
8283,4.046416282653809
8284,4.309343338012695
8285,3.9521427154541016
8286,-1.2989654541015625
8287,4.449003219604492
8288,3.8524010181427
8289,4.0177717208862305
8290,4.134962558746338
8291,3.983539581298828
8292,4.148725509643555
8293,3.708951234817505
8294,4.5485334396362305
8295,3.6742982864379883
8296,4.115735054016113
8297,3.6193556785583496
8298,4.690867900848389
8299,2.956134796142578
8300,3.3968217372894287
8301,3.8889079093933105
8302,4.456394195556641
8303,3.941310405731201
8304,4.145821571350098
8305,4.142469882965088
8306,4.658449649810791
8307,4.019493579864502
8308,4.312634468078613
8309,3.8202226161956787
8310,3.8505139350891113
8311,4.450128555297852
8312,4.512044429779053
8313,4.196593284606934
8314,3.1196095943450928
8315,4.066912651062012
8316,3.8407416343688965
8317,3.850034713745117
8318,4.065225601196289
8319,3.4056921005249023
8320,4.148080825805664
8321,4.448370933532715
8322,4.116920471191406
8323,3.954551935195923
8324,3.6930289268493652
8325,4.1734724044799805
8326,4.304107666015625
8327,3.543022871017456
8328,4.1339216232299805
8329,3.487020969390869
8330,4.284308433532715
8331,4.307585716247559
8332,3.7448320388793945
8333,3.547559976577759
8334,4.34564208984375
8335,3.6444690227508545
8336,3.9368350505828857
8337,3.4854021072387695
8338,4.125751972198486
8339,3.689146041870117
8340,3.4917001724243164
8341,4.166221618652344
8342,4.203203201293945
8343,2.8942553997039795
8344,4.179662704467773
8345,4.044989585876465
8346,3.437880516052246
8347,3.3059489727020264
8348,3.9372498989105225
8349,3.9339568614959717
8350,3.2478392124176025
8351,4.027976036071777
8352,3.6110994815826416
8353,3.270724058151245
8354,4.106527328491211
8355,3.572221040725708
8356,4.382861137390137
8357,3.8045907020568848
8358,3.857407331466675
8359,3.694256067276001
8360,3.792067766189575
8361,3.7365365028381348
8362,4.143197536468506
8363,3.6981027126312256
8364,3.2201244831085205
8365,3.7907209396362305
8366,3.86226487159729
8367,4.004842758178711
8368,4.026045799255371
8369,3.2102794647216797
8370,3.067528247833252
8371,4.227533340454102
8372,3.4521820545196533
8373,2.5855250358581543
8374,3.1355247497558594
8375,4.212710380554199
8376,4.543749809265137
8377,4.08424186706543
8378,3.8662614822387695
8379,4.291989326477051
8380,3.6496005058288574
8381,4.302145957946777
8382,3.812333822250366
8383,4.332147598266602
8384,3.349364995956421
8385,3.948469877243042
8386,4.203732490539551
8387,4.003776550292969
8388,3.9890520572662354
8389,3.522806167602539
8390,4.302233695983887
8391,3.644784688949585
8392,3.3224284648895264
8393,4.122171401977539
8394,4.164878845214844
8395,4.230070114135742
8396,3.0683064460754395
8397,3.9991469383239746
